RealGM ID,Season,Name,Position 1,Position 2,School,Conference,Wins,Losses,SOS,Class,Birthday,Draft Day Age,Height,Weight,Height w/o Shoes,Height w/ Shoes,Wingspan,Standing Reach,Body Fat %,Hand Length,Hand Width,RSCI,G,GS,MP,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,AST/TOV,OFF RTG,DEF RTG,Hands-On Buckets,Pure Point Rating,FG/40,FGA/40,FG%,2FGM/40,2FGA/40,2FG%,3FGM/40,3FGA/40,3FG%,FT/40,FTA/40,FT%,TRB/40,AST/40,STL/40,BLK/40,TOV/40,PF/40,PTS/40,FGM/100Poss,FGA/100Poss,2FGM/100Poss,2FGA/100Poss,3FGM/100Poss,3FGA/100Poss,FT/100Poss,FTA/100Poss,TRB/100Poss,AST/100Poss,STL/100Poss,BLK/100Poss,TOV/100Poss,PF/100Poss,PTS/100Poss,# Dunks,% Shots @ Rim,FG% @ Rim,%Astd @ Rim,% Shots @ Mid,FG% @ Mid,%Astd @ Mid,% Shots @ 3,%Astd @ 3,AAU Season,AAU Team,AAU League,AAU GP,AAU GS,AAU MIN,AAU PTS,AAU FGM,AAU FGA,AAU FG%,AAU 3PM,AAU 3PA,AAU 3P%,AAU FTM,AAU FTA,AAU FT%,AAU ORB,AAU DRB,AAU TRB,AAU AST,AAU STL,AAU BLK,AAU TOV,AAU PF,Event Year,Event Name,Event GP,Event MIN,Event PTS,Event FGM,Event FGA,Event FG%,Event 3PM,Event 3PA,Event 3P%,Event FTM,Event FTA,Event FT%,Event TRB,Event AST,Event STL,Event BLK,Event TOV,Event PF,Event Placement,Draft Pick,NBA MPG,NBA Draft Pick,Result
137931,2021-22,Jalen Duren,C,,Memphis,AAC,19.0,10.0,7.86,1.0,"Nov 18, 2003",18.61,83,250.0,77.44198312236287,78.72862165963433,82.40568820224719,103.24191279887482,7.0326836158192085,8.718283582089553,9.396641791044775,6.0,29,29,733.0,25.3,0.608,0.597,0.004,0.441,330.0,14.0,21.5,18.0,10.5,1.8,9.9,18.6,22.8,1.8,1.7,3.5,0.19,3.7,3.3,7.1,0.57,112.6,91.9,0.226,-5.32,7.7,12.9,0.597,7.7,12.8,0.6,0.0,0.1,0.0,3.5,5.7,0.625,12.9,2.0,1.3,3.3,3.5,4.3,18.9,10.8,18.1,10.8,18.1,0.0,0.1,5.0,8.0,18.1,2.8,1.8,4.7,5.0,6.1,26.7,70.0,64.0,72.8,65.5,35.6,36.9,61.3,0.4,0.0,,,,7.424242424242424,6.303030303030303,17.07272727272727,14.229545454545454,5.133787878787879,10.529242424242426,0.4956212121212121,1.0245454545454546,2.880757575757576,0.3238636363636363,2.895151515151515,4.257424242424243,0.6472575757575757,0.8113636363636363,4.7646969696969705,5.575454545454546,2.249848484848485,0.9378787878787878,0.8487878787878789,1.8921212121212123,2.2253030303030306,2019.0,U16 Americas Championship,6.0,18:24,10.3,5.0,8.0,0.625,0.0,0.0,0.0,0.3,0.8,0.4,8.2,1.7,0.3,2.0,0.5,1.0,Gold,,16.356737588652482,13.0,24.066
151295,2021-22,Tyrese Hunter,PG,SG,Iowa State,Big 12,22.0,13.0,9.33,1.0,"Aug 11, 2003",18.88,72,175.0,77.44198312236287,78.72862165963433,82.40568820224719,103.24191279887482,7.0326836158192085,8.718283582089553,9.396641791044775,37.0,35,35,1116.0,14.1,0.475,0.443,0.377,0.277,426.0,1.9,11.9,6.8,32.3,3.8,1.1,21.8,24.2,0.3,2.5,2.8,0.1,0.9,3.7,4.6,1.52,92.2,92.2,0.367,0.15,5.0,12.8,0.391,3.7,8.0,0.462,1.3,4.8,0.274,2.4,3.5,0.687,4.4,6.2,2.5,0.4,4.1,2.5,13.8,7.5,19.1,5.5,11.9,2.0,7.2,3.6,5.3,6.6,9.2,3.8,0.5,6.0,3.7,20.5,16.0,40.8,54.8,26.2,21.5,29.9,21.7,37.7,78.4,,,,7.424242424242424,6.303030303030303,17.07272727272727,14.229545454545454,5.133787878787879,10.529242424242426,0.4956212121212121,1.0245454545454546,2.880757575757576,0.3238636363636363,2.895151515151515,4.257424242424243,0.6472575757575757,0.8113636363636363,4.7646969696969705,5.575454545454546,2.249848484848485,0.9378787878787878,0.8487878787878789,1.8921212121212123,2.2253030303030306,2013.455078125,,,,,,,,,,,,,,,,,,,,,,16.356737588652482,28.925076452599388,24.059
117422,2021-22,Oscar Tshiebwe,C,PF,Kentucky,SEC,26.0,8.0,8.02,2.0,"Nov 27, 1999",22.59,81,260.0,77.44198312236287,78.72862165963433,82.40568820224719,103.24191279887482,7.0326836158192085,8.718283582089553,9.396641791044775,31.0,34,34,1083.0,35.0,0.626,0.606,0.0,0.42,578.0,19.5,34.6,27.2,6.2,3.2,5.4,12.1,24.1,4.9,3.2,8.0,0.297,9.5,3.8,13.3,0.55,128.4,85.0,0.266,-3.84,8.8,14.5,0.606,8.8,14.5,0.606,0.0,0.0,0.0,4.2,6.1,0.691,19.1,1.3,2.2,2.0,2.4,3.3,21.8,12.7,21.0,12.7,21.0,0.0,0.0,6.1,8.8,27.5,1.9,3.2,2.9,3.5,4.7,31.5,51.0,56.2,77.4,53.2,43.8,39.0,59.7,0.0,0.0,2018-19,ITPS Wildcats,Gold Gauntlet 17U,2.0,2.0,26.0,16.5,6.0,11.0,0.545,0.0,0.0,0.0,4.5,8.0,0.563,5.0,2.5,7.5,1.0,0.5,0.0,1.5,1.5,2017.0,adidas Nations,5.0,21:48,9.8,3.6,6.0,0.6,0.0,0.0,0.0,2.6,3.2,0.812,6.8,0.6,0.6,0.2,0.6,1.6,4th,,16.356737588652482,28.925076452599388,24.001
134799,2021-22,Chet Holmgren,PF,,Gonzaga,WCC,28.0,4.0,4.5,1.0,"May 1, 2002",20.16,84,195.0,77.44198312236287,78.72862165963433,82.40568820224719,103.24191279887482,7.0326836158192085,8.718283582089553,9.396641791044775,1.0,32,31,861.0,31.3,0.691,0.68,0.375,0.354,424.0,8.0,28.7,19.6,11.4,1.6,12.6,15.7,21.6,3.3,3.1,6.3,0.294,7.5,7.5,15.0,1.0,127.0,78.7,0.221,-2.19,7.9,13.0,0.607,6.0,8.1,0.737,1.9,4.9,0.39,3.3,4.6,0.717,14.7,2.8,1.2,5.4,2.8,3.9,21.0,10.7,17.6,8.1,11.0,2.6,6.6,4.5,6.2,19.9,3.8,1.6,7.4,3.8,5.3,28.4,57.0,48.2,80.7,50.5,14.3,50.0,25.0,37.5,78.0,2018-19,Grassroots Sizzle,UAA 17U,8.0,8.0,21.6,7.12,3.0,6.12,0.49,0.5,2.12,0.235,0.62,1.38,0.455,1.62,3.88,5.5,0.62,0.38,1.0,0.88,2.0,2021.0,U19 World Cup,7.0,21:18,11.9,4.4,7.1,0.62,1.0,1.9,0.538,2.0,3.0,0.667,6.1,3.3,0.4,2.7,1.4,2.1,Gold,,16.356737588652482,2.0,24.0
135177,2021-22,Julian Champagnie,SF,,St. John's (NY),Big East,17.0,14.0,6.51,3.0,"Jun 29, 2001",21.0,79,212.4,78.25,79.75,82.0,107.0,7.1,8.75,9.25,162.0,31,31,1060.0,21.6,0.507,0.475,0.361,0.213,530.0,4.1,16.5,10.2,11.0,3.1,3.5,7.3,27.7,2.2,1.9,4.1,0.153,4.5,1.6,6.2,1.37,107.1,97.5,0.3,-0.35,8.3,20.2,0.414,5.9,12.9,0.457,2.5,7.3,0.337,3.4,4.3,0.781,7.8,2.4,2.3,1.3,1.7,1.8,22.5,11.2,27.2,7.9,17.3,3.3,9.8,4.5,5.8,10.5,3.2,3.1,1.8,2.3,2.4,30.3,25.0,30.1,60.2,71.1,33.7,32.8,47.5,36.1,73.8,2018-19,New Heights,UAA 16U,8.0,8.0,27.3,13.5,5.75,9.62,0.597,0.25,1.25,0.2,1.75,3.0,0.583,3.12,4.5,7.62,2.12,1.0,1.38,1.88,2.0,2013.455078125,,,,,,,,,,,,,,,,,,,,,,16.356737588652482,28.925076452599388,24.0
150383,2021-22,Terquavion Smith,PG,SG,NC State,ACC,11.0,21.0,6.37,1.0,"Dec 31, 2002",19.5,76,165.2,74.25,75.75,78.5,98.0,3.8,8.5,8.0,99.0,32,25,1010.0,19.8,0.522,0.503,0.569,0.188,478.0,3.1,12.3,7.4,14.7,2.4,1.6,9.8,27.5,2.3,0.5,2.8,0.111,5.1,-0.1,5.1,1.24,108.3,110.5,0.302,-0.93,7.2,18.1,0.398,3.4,7.8,0.437,3.8,10.3,0.369,2.4,3.4,0.698,5.2,2.7,1.7,0.6,2.1,2.7,20.6,10.6,26.6,5.0,11.5,5.6,15.2,3.5,5.0,7.7,3.9,2.4,0.9,3.1,4.0,30.3,11.0,25.0,50.0,19.3,18.0,35.4,10.3,57.0,69.8,,,,7.424242424242424,6.303030303030303,17.07272727272727,14.229545454545454,5.133787878787879,10.529242424242426,0.4956212121212121,1.0245454545454546,2.880757575757576,0.3238636363636363,2.895151515151515,4.257424242424243,0.6472575757575757,0.8113636363636363,4.7646969696969705,5.575454545454546,2.249848484848485,0.9378787878787878,0.8487878787878789,1.8921212121212123,2.2253030303030306,2013.455078125,,,,,,,,,,,,,,,,,,,,,,16.356737588652482,28.925076452599388,24.0
139379,2021-22,Jeremy Sochan,PF,,Baylor,Big 12,25.0,5.0,8.76,1.0,"May 20, 2003",19.11,81,230.0,77.44198312236287,78.72862165963433,82.40568820224719,103.24191279887482,7.0326836158192085,8.718283582089553,9.396641791044775,114.0,30,1,754.0,19.6,0.546,0.531,0.384,0.427,282.0,8.9,20.6,14.7,12.3,2.9,3.2,15.6,19.6,1.6,1.9,3.4,0.182,3.6,4.4,8.0,1.13,111.7,89.8,0.176,-1.54,5.3,11.2,0.474,4.0,6.9,0.585,1.3,4.3,0.296,2.8,4.8,0.589,10.1,2.8,2.0,1.1,2.5,3.7,14.7,7.7,16.3,5.9,10.1,1.9,6.3,4.1,7.0,14.8,4.1,2.9,1.6,3.6,5.3,21.4,15.0,30.3,75.0,64.6,31.3,42.4,32.1,38.4,87.5,,,,7.424242424242424,6.303030303030303,17.07272727272727,14.229545454545454,5.133787878787879,10.529242424242426,0.4956212121212121,1.0245454545454546,2.880757575757576,0.3238636363636363,2.895151515151515,4.257424242424243,0.6472575757575757,0.8113636363636363,4.7646969696969705,5.575454545454546,2.249848484848485,0.9378787878787878,0.8487878787878789,1.8921212121212123,2.2253030303030306,2019.0,U16 Euro Championship B,16.0,20:09,10.1,4.0,8.2,0.485,0.4,1.8,0.25,1.6,2.8,0.578,6.4,1.9,1.9,1.0,1.2,1.4,Gold,,16.356737588652482,9.0,24.0
132159,2021-22,Trevion Williams,PF,C,Purdue,Big Ten,29.0,8.0,8.23,4.0,"Sep 16, 2000",21.79,80,264.6,79.25,80.75,86.75,108.5,10.8,9.0,10.25,154.0,37,4,744.0,31.9,0.565,0.554,0.042,0.372,473.0,14.4,28.7,22.0,34.1,2.8,3.5,16.8,32.5,3.0,1.6,4.6,0.245,7.4,4.4,11.9,1.42,114.9,93.8,0.287,-0.6,9.8,17.9,0.547,9.5,17.2,0.555,0.3,0.8,0.357,4.0,6.7,0.597,14.8,6.0,1.9,1.2,4.2,4.2,23.8,14.7,26.9,14.3,25.7,0.4,1.1,6.0,10.0,22.2,9.0,2.8,1.9,6.4,6.3,35.7,17.0,36.0,70.0,46.4,59.8,46.7,17.2,4.2,80.0,,,,7.424242424242424,6.303030303030303,17.07272727272727,14.229545454545454,5.133787878787879,10.529242424242426,0.4956212121212121,1.0245454545454546,2.880757575757576,0.3238636363636363,2.895151515151515,4.257424242424243,0.6472575757575757,0.8113636363636363,4.7646969696969705,5.575454545454546,2.249848484848485,0.9378787878787878,0.8487878787878789,1.8921212121212123,2.2253030303030306,2019.0,U19 World Cup,7.0,13:45,8.7,3.3,7.4,0.442,0.0,0.3,0.0,2.1,4.1,0.517,6.6,1.7,1.1,0.1,1.6,2.3,Gold,,16.356737588652482,28.925076452599388,24.0
117531,2021-22,Kennedy Chandler,PG,,Tennessee,SEC,27.0,7.0,9.94,1.0,"Sep 16, 2002",19.79,73,172.2,71.5,72.5,77.25,97.0,4.4,8.5,9.5,9.0,34,34,1048.0,20.2,0.539,0.527,0.327,0.253,479.0,2.5,9.7,6.0,32.3,4.1,0.9,16.2,25.0,2.2,2.4,4.6,0.176,4.2,4.8,9.0,1.89,107.8,92.1,0.384,2.13,6.9,15.0,0.464,5.1,10.1,0.504,1.9,4.9,0.383,2.3,3.8,0.606,4.2,6.1,2.8,0.3,3.2,2.6,18.1,10.1,21.8,7.4,14.7,2.7,7.1,3.3,5.5,6.1,9.0,4.1,0.4,4.7,3.8,26.3,9.0,44.4,59.2,29.1,23.0,33.3,23.3,32.7,79.6,,,,7.424242424242424,6.303030303030303,17.07272727272727,14.229545454545454,5.133787878787879,10.529242424242426,0.4956212121212121,1.0245454545454546,2.880757575757576,0.3238636363636363,2.895151515151515,4.257424242424243,0.6472575757575757,0.8113636363636363,4.7646969696969705,5.575454545454546,2.249848484848485,0.9378787878787878,0.8487878787878789,1.8921212121212123,2.2253030303030306,2021.0,U19 World Cup,7.0,19:49,7.7,3.0,7.1,0.42,1.3,3.3,0.391,0.4,0.6,0.75,2.9,3.4,1.4,0.0,2.0,1.6,Gold,,16.356737588652482,38.0,23.335
117357,2021-22,Justin Lewis,PF,,Marquette,Big East,19.0,13.0,8.96,1.0,"Apr 12, 2002",20.22,79,235.4,78.25,79.5,86.5,105.5,7.3,9.0,10.5,106.0,32,32,1030.0,19.9,0.539,0.506,0.375,0.264,488.0,4.2,21.6,13.4,11.0,1.9,2.0,11.1,27.5,1.8,1.8,3.6,0.138,3.9,1.3,5.2,0.87,103.8,97.6,0.289,-2.42,7.6,17.2,0.44,5.3,10.8,0.495,2.3,6.4,0.349,3.5,4.5,0.761,9.9,2.1,1.4,0.8,2.4,2.7,20.9,10.6,24.0,7.4,15.0,3.1,9.0,4.8,6.4,13.8,2.9,1.9,1.1,3.4,3.7,29.1,31.0,30.7,64.0,51.7,31.8,35.5,50.0,37.5,89.7,2018-19,Team Melo,Nike 17U,5.0,3.0,11.4,9.6,3.8,12.2,0.311,0.0,1.8,0.0,1.8,3.0,0.6,0.0,7.8,7.8,2.6,0.4,1.0,2.2,3.4,2013.455078125,,,,,,,,,,,,,,,,,,,,,,16.356737588652482,28.925076452599388,22.995
135416,2021-22,Harrison Ingram,SF,PF,Stanford,Pac-12,16.0,16.0,8.59,1.0,"Nov 27, 2002",19.59,79,232.8,77.25,79.0,84.25,103.5,8.3,9.0,10.0,19.0,32,30,995.0,14.9,0.479,0.446,0.375,0.309,362.0,6.9,19.1,12.9,20.3,1.8,0.9,17.0,21.8,1.1,1.2,2.3,0.094,2.2,1.3,3.4,1.35,100.6,103.0,0.281,-0.76,4.8,12.3,0.388,3.3,7.7,0.432,1.4,4.6,0.313,2.5,3.8,0.663,8.6,3.9,1.2,0.3,2.9,2.2,13.5,7.2,18.5,5.0,11.6,2.2,6.9,3.8,5.7,12.9,5.8,1.8,0.5,4.3,3.2,20.3,6.0,34.9,51.4,21.8,27.7,32.9,14.3,37.5,77.8,,,,7.424242424242424,6.303030303030303,17.07272727272727,14.229545454545454,5.133787878787879,10.529242424242426,0.4956212121212121,1.0245454545454546,2.880757575757576,0.3238636363636363,2.895151515151515,4.257424242424243,0.6472575757575757,0.8113636363636363,4.7646969696969705,5.575454545454546,2.249848484848485,0.9378787878787878,0.8487878787878789,1.8921212121212123,2.2253030303030306,2021.0,U19 World Cup,7.0,17:32,4.6,1.4,4.0,0.357,0.6,1.7,0.333,1.1,1.9,0.615,4.1,1.0,1.7,0.1,1.3,1.0,Gold,,16.356737588652482,28.925076452599388,22.981
131835,2021-22,Blake Wesley,SG,,Notre Dame,ACC,24.0,11.0,7.01,1.0,"Mar 16, 2003",19.29,76,187.2,75.0,76.25,81.25,103.0,5.6,8.25,9.0,121.0,35,28,1027.0,16.9,0.495,0.465,0.404,0.324,491.0,3.0,11.6,7.5,17.4,2.6,0.2,13.1,31.3,1.1,1.4,2.5,0.098,0.5,0.8,1.3,1.09,97.2,101.1,0.287,-2.13,6.9,17.2,0.404,4.8,10.2,0.471,2.1,6.9,0.303,3.7,5.6,0.657,5.0,3.3,1.7,0.1,3.0,2.6,19.6,10.5,26.1,7.3,15.5,3.2,10.5,5.6,8.5,7.6,5.0,2.6,0.1,4.6,4.0,29.8,18.0,36.3,53.8,26.7,23.4,36.9,5.3,40.4,66.7,,,,7.424242424242424,6.303030303030303,17.07272727272727,14.229545454545454,5.133787878787879,10.529242424242426,0.4956212121212121,1.0245454545454546,2.880757575757576,0.3238636363636363,2.895151515151515,4.257424242424243,0.6472575757575757,0.8113636363636363,4.7646969696969705,5.575454545454546,2.249848484848485,0.9378787878787878,0.8487878787878789,1.8921212121212123,2.2253030303030306,2013.455078125,,,,,,,,,,,,,,,,,,,,,,16.356737588652482,25.0,22.0
88817,2021-22,Brady Manek,PF,C,UNC,ACC,29.0,10.0,8.89,4.0,"Sep 4, 1998",23.82,81,220.0,77.44198312236287,78.72862165963433,82.40568820224719,103.24191279887482,7.0326836158192085,8.718283582089553,9.396641791044775,117.0,39,27,1187.0,22.0,0.613,0.604,0.547,0.171,525.0,5.5,16.0,10.9,11.8,1.1,2.3,10.9,22.3,3.7,1.5,5.3,0.177,6.8,2.2,8.9,1.19,121.4,102.5,0.269,-1.01,7.4,15.0,0.493,4.1,6.8,0.602,3.3,8.2,0.403,1.8,2.6,0.697,8.0,2.4,0.8,0.9,2.0,2.2,19.8,10.5,21.3,5.8,9.6,4.7,11.6,2.5,3.6,11.4,3.4,1.1,1.3,2.8,3.1,28.2,24.0,26.6,78.8,60.2,18.7,33.7,42.9,54.7,100.0,,,,7.424242424242424,6.303030303030303,17.07272727272727,14.229545454545454,5.133787878787879,10.529242424242426,0.4956212121212121,1.0245454545454546,2.880757575757576,0.3238636363636363,2.895151515151515,4.257424242424243,0.6472575757575757,0.8113636363636363,4.7646969696969705,5.575454545454546,2.249848484848485,0.9378787878787878,0.8487878787878789,1.8921212121212123,2.2253030303030306,2013.455078125,,,,,,,,,,,,,,,,,,,,,,16.356737588652482,28.925076452599388,22.0
175934,2021-22,Josh Minott,PF,,Memphis,AAC,22.0,11.0,7.86,1.0,"Nov 25, 2002",19.59,80,205.0,77.44198312236287,78.72862165963433,82.40568820224719,103.24191279887482,7.0326836158192085,8.718283582089553,9.396641791044775,45.0,33,5,483.0,23.7,0.571,0.528,0.088,0.409,215.0,12.9,15.7,14.4,12.8,3.1,5.4,14.0,21.9,1.4,1.0,2.4,0.199,3.8,3.4,7.2,1.0,117.6,93.7,0.128,-2.08,6.9,13.2,0.522,6.7,12.0,0.559,0.2,1.2,0.143,4.1,5.4,0.754,10.3,2.6,2.2,1.8,2.6,4.8,18.0,9.7,18.5,9.4,16.9,0.2,1.6,5.7,7.6,14.5,3.6,3.1,2.6,3.6,6.8,25.3,25.0,71.7,61.4,54.3,19.5,35.5,72.7,8.8,100.0,,,,7.424242424242424,6.303030303030303,17.07272727272727,14.229545454545454,5.133787878787879,10.529242424242426,0.4956212121212121,1.0245454545454546,2.880757575757576,0.3238636363636363,2.895151515151515,4.257424242424243,0.6472575757575757,0.8113636363636363,4.7646969696969705,5.575454545454546,2.249848484848485,0.9378787878787878,0.8487878787878789,1.8921212121212123,2.2253030303030306,2013.455078125,,,,,,,,,,,,,,,,,,,,,,16.356737588652482,45.0,21.968
169177,2021-22,Ryan Rollins,SG,PG,Toledo,MAC,26.0,8.0,-3.22,2.0,"Jul 3, 2002",19.99,75,179.2,74.0,75.25,81.75,100.5,5.0,8.0,8.5,400.0,34,34,1111.0,24.7,0.559,0.515,0.304,0.327,613.0,2.4,16.2,9.7,20.5,3.0,0.9,11.7,28.9,3.6,2.2,5.8,0.208,3.4,2.0,5.4,1.62,114.0,95.1,0.349,0.7,8.4,17.9,0.468,6.7,12.4,0.536,1.7,5.4,0.311,4.7,5.8,0.802,7.3,4.4,2.1,0.3,2.7,3.0,23.1,11.9,25.4,9.5,17.7,2.4,7.7,6.7,8.3,10.4,6.3,3.0,0.5,3.9,4.3,32.8,12.0,35.9,60.7,22.2,33.7,46.1,19.5,30.4,66.0,,,,7.424242424242424,6.303030303030303,17.07272727272727,14.229545454545454,5.133787878787879,10.529242424242426,0.4956212121212121,1.0245454545454546,2.880757575757576,0.3238636363636363,2.895151515151515,4.257424242424243,0.6472575757575757,0.8113636363636363,4.7646969696969705,5.575454545454546,2.249848484848485,0.9378787878787878,0.8487878787878789,1.8921212121212123,2.2253030303030306,2013.455078125,,,,,,,,,,,,,,,,,,,,,,16.356737588652482,44.0,21.058
121151,2021-22,Ron Harper Jr,SF,PF,Rutgers,Big Ten,18.0,14.0,6.81,4.0,"Apr 12, 2000",22.22,77,240.4,76.0,77.5,85.25,105.5,14.3,9.5,10.0,175.0,32,32,1098.0,20.5,0.57,0.53,0.442,0.315,458.0,4.4,15.6,10.0,11.6,1.8,2.2,10.5,24.0,2.9,1.5,4.4,0.159,4.8,1.6,6.4,1.17,114.3,101.7,0.281,-1.08,6.2,14.1,0.442,3.8,7.9,0.477,2.5,6.2,0.398,3.5,4.4,0.795,6.8,2.2,1.2,0.7,1.9,2.4,18.5,9.5,21.5,5.7,12.0,3.8,9.5,5.4,6.8,10.4,3.4,1.8,1.1,2.9,3.6,28.2,13.0,33.1,57.8,51.4,22.7,33.0,20.7,44.2,80.9,,,,7.424242424242424,6.303030303030303,17.07272727272727,14.229545454545454,5.133787878787879,10.529242424242426,0.4956212121212121,1.0245454545454546,2.880757575757576,0.3238636363636363,2.895151515151515,4.257424242424243,0.6472575757575757,0.8113636363636363,4.7646969696969705,5.575454545454546,2.249848484848485,0.9378787878787878,0.8487878787878789,1.8921212121212123,2.2253030303030306,2013.455078125,,,,,,,,,,,,,,,,,,,,,,16.356737588652482,28.925076452599388,21.0
162031,2021-22,Jabari Walker,PF,,Colorado,Pac-12,21.0,12.0,6.15,2.0,"Jul 30, 2002",19.92,80,213.8,78.75,80.0,82.75,105.0,12.1,8.75,9.75,172.0,33,33,928.0,23.0,0.57,0.513,0.3,0.467,456.0,8.9,29.3,19.5,10.0,1.5,2.6,15.2,27.6,2.3,2.0,4.3,0.185,3.8,1.8,5.7,0.54,109.8,93.8,0.246,-5.28,6.9,15.0,0.461,5.3,10.5,0.51,1.6,4.5,0.346,5.5,7.0,0.784,13.4,1.8,1.0,0.9,3.3,3.6,20.8,10.1,21.9,7.8,15.3,2.3,6.6,8.0,10.2,19.5,2.6,1.5,1.4,4.8,5.2,30.5,26.0,54.2,55.3,37.5,15.9,36.4,55.0,30.0,83.3,,,,7.424242424242424,6.303030303030303,17.07272727272727,14.229545454545454,5.133787878787879,10.529242424242426,0.4956212121212121,1.0245454545454546,2.880757575757576,0.3238636363636363,2.895151515151515,4.257424242424243,0.6472575757575757,0.8113636363636363,4.7646969696969705,5.575454545454546,2.249848484848485,0.9378787878787878,0.8487878787878789,1.8921212121212123,2.2253030303030306,2013.455078125,,,,,,,,,,,,,,,,,,,,,,16.356737588652482,57.0,21.0
137930,2021-22,Aminu Mohammed,SG,SF,Georgetown,Big East,6.0,25.0,8.03,1.0,"Dec 15, 2001",20.54,77,212.8,75.5,77.0,83.0,104.0,5.1,8.75,9.5,24.0,31,31,999.0,18.2,0.466,0.403,0.154,0.448,439.0,10.1,17.6,13.6,11.7,2.9,2.0,12.9,25.0,1.3,0.9,2.2,0.086,2.0,0.2,2.2,0.82,100.9,106.8,0.258,-2.94,5.7,15.1,0.379,5.0,12.8,0.392,0.7,2.3,0.31,4.9,6.8,0.722,10.1,2.2,2.0,0.7,2.7,3.2,17.1,8.1,21.3,7.0,18.0,1.0,3.3,6.9,9.5,14.3,3.2,2.9,1.0,3.8,4.6,24.0,14.0,62.3,44.3,38.5,22.3,25.0,23.8,15.4,88.9,,,,7.424242424242424,6.303030303030303,17.07272727272727,14.229545454545454,5.133787878787879,10.529242424242426,0.4956212121212121,1.0245454545454546,2.880757575757576,0.3238636363636363,2.895151515151515,4.257424242424243,0.6472575757575757,0.8113636363636363,4.7646969696969705,5.575454545454546,2.249848484848485,0.9378787878787878,0.8487878787878789,1.8921212121212123,2.2253030303030306,2013.455078125,,,,,,,,,,,,,,,,,,,,,,16.356737588652482,28.925076452599388,20.071
